17236231,2256200009779200
17060100,3378801379639296
0,3378800306947075
29427136,2256197864390658
29496768,2256197864390658
4421697,1129198445920258
29512128,4503601774854144
4422720,1129198445920258
29563328,4398048608256
17252612,4503601774854144
17043719,4505801872901121
29623744,2254000988618756
4354119,4503602849646592
4544576,1129198443823104
4552768,1129198443823104
21309760,4398048608256
4332615,3380999332298756
29690304,4398048608256
29766080,2251799813685250
4421700,4503601774854144
17264896,2251800888475648
17243392,2256197864390658
1507359,2254000988619779
21580096,4398048608256
29968832,4503601774854144
17580295,4505801872901121
17777920,1127001568051202
17330439,4505801872901121
17580316,4505800800208896
5436480,1129198445920258
29495760,4503601774854144
5470272,1129198445920258
7476321,2256198937083906
17330460,3381001477687296
1438720,1129198445920258
1563648,1129198445920258
17240336,4503601774854144
1539072,1129198445920258
475167,4503601774855169
459807,4507999825561602
17043740,3378801379639296
17236252,2251800888475648
290847,4505801872901121
17584400,3378801379639296
4354140,4503601774854144
4261983,2254000988619779
4332636,3381000407090179
18825472,2251801963266050
4355169,1129198445920258
291879,4505801872901121
4263015,2254000988619779
32507328,2254000988618756
5344353,2254000988619779
1508391,2254000988619779
7669828,2253999913828356
7445568,2256198937083906
32573888,2256197864390658
7542849,2256198937083906
5411937,2256198937083906
7543872,2256198937083906
7441476,2254000988619779
7673920,1129198445920258
1373217,3378800306946050
18130209,3378800306946050
7475271,3380999332298756
1557537,1129198445920258
1545249,2256198937083906
7476292,3380999332298756
1514529,2256198937083906
7542852,3380999332298756
18400545,3378801381737473
475207,4503601774856194
459847,4507999825561602
291908,4508001970950144
358468,4503601774854144
17115460,4503601774854144
290887,4503602849646592
17119552,2251799813685250
4551680,1129198445920258
21380352,2256197864390658
463937,4507999825560579
17389888,4503601774854144
21650688,4398048608256
1507420,2254000988619779
17385796,4503603924436994
1507399,2254000988619779
7541793,2256198937083906
5501952,1129198445920258
1508420,2254000988619779
7476263,3380999332298756
1407040,1129198445920258
1511489,2256198937083906
1557568,1129198445920258
1536064,1129198445920258
1514560,2256198937083906
290908,4503602849646592
475228,4503601774854144
459868,4507999825561602
4354079,2251800888476675
4332575,3381000407090179
71775,4505801874998275
4420641,1129198445920258
4355111,3378800306947075
72807,4505801874999300
1082493,4505801874998275
7475231,3380999332299777
1154145,3381000407090179
5477409,2256198937083906
5436449,3378800306946050
1150053,4505800800208900
7664640,3378800306946050
5555233,1127001568051202
1348705,4507999825560579
7696384,1129198443823104
1543265,2256198937083906
5735457,2256198937083906
24523008,3378800306946050
1508449,2256198937083906
7848960,1129198443823104
5674017,1129198445920258
24793344,3378800306946050
17055108,4503603924438017
479367,4503601774855169
464007,4505802949789700
4477124,4503601774854144
17117572,4503601774854144
482436,4508001970950144
17240452,4503601774854144
488580,4508001970950144
4290756,4503601774854144
4265156,3380999332298756
4266183,3380999332298756
17325444,4503602849647619
17387908,4503601774854144
1511559,4505802949789700
1514628,4505802949789700
1536132,2251800888475648
479388,4503601774854144
464028,4505802949789700
1086653,4505801874998275
1348773,4505802949789700
1152165,4505801874999300
7378116,3378802456528900
1111205,4508000898255873
7409860,3380999332298756
29638916,3378801379639296
17052100,4503601774854144
29454592,2251800888475648
4542596,4503601774854144
29433088,2256197864390658
29765892,4503601774854144
4660356,1129200593403908
479428,4503601774854144
17236420,2256200009779200
464068,4505802949789700
29622535,3378801381737473
29651200,2251800888475648
29629696,2256197864390658
29442308,2251800888475648
17111488,2251799813685250
29511940,4503601774854144
29782272,2251800888475648
17236417,2256200009779200
29425927,3381000404994048
17237440,2256197864390658
17240512,2251799813685250
17252800,4503601774854144
17398208,4503601774854144
17322436,3381001477687296
17648064,4503601774854144
29901063,3378801381737473
29430032,4503601774854144
1511620,4505802949789700
29901084,3381000404994048
29626640,2251800888475648
1152196,4505801874999300
29765904,2251800888475648
17236432,4503601774854144
29622556,2256200009779200
29905168,3378801379639296
29425948,3381000404994048
29495580,4503601774854144
32510224,3378800306946050
70885,4505801874999300
32506140,3378801381737473
7609476,1129200593403908
32534784,3378800306946050
32513280,2256197864390658
32522500,3378801381737473
7412868,3380999332298756
1086693,3378802456528900
7443588,3380999332298756
5412005,3380999332298756
